arm_id,attempt_id,battery_capacity_start,battery_status_end,battery_status_start,bench_json,benchmark,boot_id,charge_delta_uah,config,control_block,cool_timeout,cool_wait_s,device_online,energy_j,energy_j_timestamped,energy_metric_used,energy_scope,entry_temp_mC,mask,mode,multiplexed,n_invocations,perfetto_trace,policy0_khz_max,policy0_khz_mean,policy6_khz_max,policy6_khz_mean,power_w_mean,raw,rc,rep_batch,sampler_samples,samples_are_per_rep,schema_version,suspend_detected,suspend_detected_by_device,t_end,t_start,telemetry_csv,telemetry_samples,test,threads,tokens_counted,tokens_per_joule,tps_iqr,tps_max,tps_median,tps_min,tps_n,tps_q1,tps_q3,trace_captured,trace_evicted,valid,variant,wall_s
control.tg_t6_free.simpleperf.b3,299eb1d754484696aa2afff9af45b186,68,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.simpleperf.b3.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,3,False,47.9,True,,,,invocation_incl_setup,40700.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     37,727,231,520  cpu-cycles:u             # 0.773052 GHz 
  1     48,958,229,271  cpu-cycles:u             # 0.777977 GHz 
  2     91,358,724,821  cpu-cycles:u             # 0.781903 GHz 
  3    107,077,630,312  cpu-cycles:u             # 0.782122 GHz 
  4    107,722,829,477  cpu-cycles:u             # 0.781927 GHz 
  5    108,050,269,394  cpu-cycles:u             # 0.782886 GHz 
  6    123,097,388,560  cpu-cycles:u             # 0.804393 GHz 
  7    124,697,723,548  cpu-cycles:u             # 0.805934 GHz 
  0     22,391,260,206  instructions:u           # 458.809 M/sec
  1     29,074,652,029  instructions:u           # 462.015 M/sec
  2     54,782,974,678  instructions:u           # 468.866 M/sec
  3     65,323,343,206  instructions:u           # 477.138 M/sec
  4     65,148,661,521  instructions:u           # 472.894 M/sec
  5     65,700,558,067  instructions:u           # 476.038 M/sec
  6    139,211,389,098  instructions:u           # 909.691 M/sec
  7    140,046,249,603  instructions:u           # 905.133 M/sec
  0     15,394,021,122  raw-stall-backend:u      # 315.432 M/sec
  1     20,061,743,057  raw-stall-backend:u      # 318.794 M/sec
  2     37,344,624,957  raw-stall-backend:u      # 319.618 M/sec
  3     44,146,024,257  raw-stall-backend:u      # 322.454 M/sec
  4     44,873,239,227  raw-stall-backend:u      # 325.721 M/sec
  5     44,813,618,929  raw-stall-backend:u      # 324.700 M/sec
  6     72,504,036,895  raw-stall-backend:u      # 473.785 M/sec
  7     73,501,326,213  raw-stall-backend:u      # 475.046 M/sec
  0        283,022,452  raw-ll-cache-miss-rd:u   # 5.799 M/sec  
  1        366,983,663  raw-ll-cache-miss-rd:u   # 5.832 M/sec  
  2        668,107,124  raw-ll-cache-miss-rd:u   # 5.718 M/sec  
  3        745,193,349  raw-ll-cache-miss-rd:u   # 5.443 M/sec  
  4        741,383,938  raw-ll-cache-miss-rd:u   # 5.381 M/sec  
  5        741,237,852  raw-ll-cache-miss-rd:u   # 5.371 M/sec  
  6      4,354,532,267  raw-ll-cache-miss-rd:u   # 28.455 M/sec 
  7      4,702,389,662  raw-ll-cache-miss-rd:u   # 30.392 M/sec 

Total test time: 162.948241 seconds.
",0,3,0,True,5,,,1386291.91,1386127.64,,,tg,6,2560,,0.52,16.672,16.127,15.367,20,15.829,16.349,False,False,True,simpleperf,164.27
control.tg_t6_free.simpleperf.b4,e47109a1fc8f4ee6b2ad08a0491bb28e,64,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.simpleperf.b4.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,4,False,47.9,True,,,,invocation_incl_setup,40700.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     31,422,960,866  cpu-cycles:u             # 0.757355 GHz 
  1     59,501,776,878  cpu-cycles:u             # 0.770552 GHz 
  2     86,913,658,575  cpu-cycles:u             # 0.775950 GHz 
  3    113,693,267,932  cpu-cycles:u             # 0.777746 GHz 
  4    120,468,838,293  cpu-cycles:u             # 0.778739 GHz 
  5    107,002,424,293  cpu-cycles:u             # 0.779012 GHz 
  6    127,393,568,198  cpu-cycles:u             # 0.799048 GHz 
  7    127,097,752,242  cpu-cycles:u             # 0.806998 GHz 
  0     19,129,299,403  instructions:u           # 461.054 M/sec
  1     35,711,301,649  instructions:u           # 462.464 M/sec
  2     53,347,399,988  instructions:u           # 476.276 M/sec
  3     70,001,507,063  instructions:u           # 478.862 M/sec
  4     75,426,403,536  instructions:u           # 487.574 M/sec
  5     66,485,843,119  instructions:u           # 484.038 M/sec
  6    147,788,862,916  instructions:u           # 926.973 M/sec
  7    147,587,392,520  instructions:u           # 937.096 M/sec
  0     12,680,800,456  raw-stall-backend:u      # 305.632 M/sec
  1     24,273,810,525  raw-stall-backend:u      # 314.348 M/sec
  2     35,202,861,371  raw-stall-backend:u      # 314.285 M/sec
  3     46,672,590,461  raw-stall-backend:u      # 319.275 M/sec
  4     49,357,226,583  raw-stall-backend:u      # 319.057 M/sec
  5     43,976,543,752  raw-stall-backend:u      # 320.163 M/sec
  6     73,685,465,289  raw-stall-backend:u      # 462.176 M/sec
  7     73,582,159,623  raw-stall-backend:u      # 467.205 M/sec
  0        237,342,297  raw-ll-cache-miss-rd:u   # 5.720 M/sec  
  1        455,107,517  raw-ll-cache-miss-rd:u   # 5.894 M/sec  
  2        640,458,863  raw-ll-cache-miss-rd:u   # 5.718 M/sec  
  3        814,267,580  raw-ll-cache-miss-rd:u   # 5.570 M/sec  
  4        832,338,555  raw-ll-cache-miss-rd:u   # 5.380 M/sec  
  5        746,480,242  raw-ll-cache-miss-rd:u   # 5.435 M/sec  
  6      4,292,909,649  raw-ll-cache-miss-rd:u   # 26.926 M/sec 
  7      4,475,896,560  raw-ll-cache-miss-rd:u   # 28.419 M/sec 

Total test time: 171.002077 seconds.
",0,4,0,True,5,,,1388447.25,1388274.86,,,tg,6,2560,,0.618,16.749,15.796,11.447,20,15.53,16.149,False,False,True,simpleperf,172.39
control.tg_t6_free.simpleperf.b5,276dfbd093d84329b5fc77a6c5d427fd,62,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.simpleperf.b5.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,5,False,47.9,True,,,,invocation_incl_setup,40200.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     32,847,050,956  cpu-cycles:u             # 0.768032 GHz 
  1     58,586,963,924  cpu-cycles:u             # 0.778304 GHz 
  2     92,164,395,092  cpu-cycles:u             # 0.781497 GHz 
  3    107,012,678,582  cpu-cycles:u             # 0.781931 GHz 
  4    119,541,274,896  cpu-cycles:u             # 0.782794 GHz 
  5    102,877,674,705  cpu-cycles:u             # 0.782783 GHz 
  6    124,756,296,908  cpu-cycles:u             # 0.806224 GHz 
  7    126,149,772,564  cpu-cycles:u             # 0.813831 GHz 
  0     20,278,659,324  instructions:u           # 474.157 M/sec
  1     35,619,930,866  instructions:u           # 473.196 M/sec
  2     55,403,746,757  instructions:u           # 469.789 M/sec
  3     64,633,083,217  instructions:u           # 472.267 M/sec
  4     74,522,604,046  instructions:u           # 487.997 M/sec
  5     63,927,832,373  instructions:u           # 486.419 M/sec
  6    145,821,632,579  instructions:u           # 942.356 M/sec
  7    143,845,521,626  instructions:u           # 927.992 M/sec
  0     13,219,935,540  raw-stall-backend:u      # 309.110 M/sec
  1     23,780,875,927  raw-stall-backend:u      # 315.919 M/sec
  2     37,750,426,519  raw-stall-backend:u      # 320.100 M/sec
  3     44,474,818,711  raw-stall-backend:u      # 324.973 M/sec
  4     49,127,698,735  raw-stall-backend:u      # 321.704 M/sec
  5     42,312,841,045  raw-stall-backend:u      # 321.953 M/sec
  6     72,187,358,987  raw-stall-backend:u      # 466.503 M/sec
  7     73,948,860,238  raw-stall-backend:u      # 477.067 M/sec
  0        235,749,504  raw-ll-cache-miss-rd:u   # 5.512 M/sec  
  1        431,211,853  raw-ll-cache-miss-rd:u   # 5.728 M/sec  
  2        670,248,335  raw-ll-cache-miss-rd:u   # 5.683 M/sec  
  3        746,097,068  raw-ll-cache-miss-rd:u   # 5.452 M/sec  
  4        806,456,852  raw-ll-cache-miss-rd:u   # 5.281 M/sec  
  5        698,751,740  raw-ll-cache-miss-rd:u   # 5.317 M/sec  
  6      4,269,053,496  raw-ll-cache-miss-rd:u   # 27.588 M/sec 
  7      4,689,382,996  raw-ll-cache-miss-rd:u   # 30.253 M/sec 

Total test time: 166.636138 seconds.
",0,5,0,True,5,,,1389732.9,1389564.91,,,tg,6,2560,,0.597,16.639,16.057,12.644,20,15.681,16.277,False,False,True,simpleperf,167.99
control.tg_t6_free.simpleperf.b6,1fae7a53180442f9bda044c41a17ba5a,59,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.simpleperf.b6.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,6,False,47.9,True,,,,invocation_incl_setup,40500.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     56,751,312,594  cpu-cycles:u             # 0.747214 GHz 
  1     76,694,510,446  cpu-cycles:u             # 0.768486 GHz 
  2    121,900,309,171  cpu-cycles:u             # 0.774963 GHz 
  3    138,786,032,674  cpu-cycles:u             # 0.777583 GHz 
  4    222,678,486,950  cpu-cycles:u             # 0.786460 GHz 
  5    213,165,701,579  cpu-cycles:u             # 0.787436 GHz 
  6    219,223,174,939  cpu-cycles:u             # 0.809739 GHz 
  7    239,708,519,356  cpu-cycles:u             # 0.811253 GHz 
  0     47,123,825,779  instructions:u           # 620.454 M/sec
  1     58,712,132,906  instructions:u           # 588.301 M/sec
  2     96,325,508,551  instructions:u           # 612.375 M/sec
  3    108,031,025,575  instructions:u           # 605.270 M/sec
  4    201,023,658,247  instructions:u           # 709.979 M/sec
  5    196,345,555,664  instructions:u           # 725.302 M/sec
  6    370,497,318,519  instructions:u           # 1.368 G/sec  
  7    413,648,174,041  instructions:u           # 1.400 G/sec  
  0     19,910,081,268  raw-stall-backend:u      # 262.145 M/sec
  1     28,246,839,474  raw-stall-backend:u      # 283.036 M/sec
  2     44,232,971,315  raw-stall-backend:u      # 281.205 M/sec
  3     51,285,186,485  raw-stall-backend:u      # 287.338 M/sec
  4     75,559,425,507  raw-stall-backend:u      # 266.862 M/sec
  5     71,150,062,360  raw-stall-backend:u      # 262.829 M/sec
  6     86,448,715,522  raw-stall-backend:u      # 319.313 M/sec
  7     90,562,022,854  raw-stall-backend:u      # 306.492 M/sec
  0        261,734,127  raw-ll-cache-miss-rd:u   # 3.446 M/sec  
  1        407,798,800  raw-ll-cache-miss-rd:u   # 4.086 M/sec  
  2        604,977,282  raw-ll-cache-miss-rd:u   # 3.846 M/sec  
  3        689,342,478  raw-ll-cache-miss-rd:u   # 3.862 M/sec  
  4        803,493,296  raw-ll-cache-miss-rd:u   # 2.838 M/sec  
  5        732,971,760  raw-ll-cache-miss-rd:u   # 2.708 M/sec  
  6      4,275,696,489  raw-ll-cache-miss-rd:u   # 15.793 M/sec 
  7      4,595,458,864  raw-ll-cache-miss-rd:u   # 15.553 M/sec 

Total test time: 348.757109 seconds.
",0,6,0,True,5,,,1391433.56,1391083.43,,,tg,6,2560,,3.544,17.029,15.118,1.178,20,12.444,15.988,False,False,True,simpleperf,350.13
control.tg_t6_free.simpleperf.b7,380079a65abc45cba694c89ab5222628,55,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.simpleperf.b7.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,7,False,47.9,True,,,,invocation_incl_setup,41800.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     37,495,038,622  cpu-cycles:u             # 0.749683 GHz 
  1     55,566,602,502  cpu-cycles:u             # 0.769640 GHz 
  2     96,525,796,060  cpu-cycles:u             # 0.774960 GHz 
  3    115,265,953,122  cpu-cycles:u             # 0.778425 GHz 
  4    126,144,264,186  cpu-cycles:u             # 0.780886 GHz 
  5    117,454,229,655  cpu-cycles:u             # 0.780390 GHz 
  6    131,131,818,110  cpu-cycles:u             # 0.804806 GHz 
  7    134,553,183,723  cpu-cycles:u             # 0.804792 GHz 
  0     23,752,397,195  instructions:u           # 474.910 M/sec
  1     34,634,359,771  instructions:u           # 479.713 M/sec
  2     61,286,966,270  instructions:u           # 492.044 M/sec
  3     75,690,223,056  instructions:u           # 511.158 M/sec
  4     83,579,954,528  instructions:u           # 517.395 M/sec
  5     78,364,479,045  instructions:u           # 520.669 M/sec
  6    159,800,138,064  instructions:u           # 980.755 M/sec
  7    164,023,470,522  instructions:u           # 981.060 M/sec
  0     14,971,961,122  raw-stall-backend:u      # 299.352 M/sec
  1     22,363,727,323  raw-stall-backend:u      # 309.755 M/sec
  2     38,810,374,152  raw-stall-backend:u      # 311.590 M/sec
  3     46,309,721,268  raw-stall-backend:u      # 312.743 M/sec
  4     50,712,166,026  raw-stall-backend:u      # 313.929 M/sec
  5     46,929,527,468  raw-stall-backend:u      # 311.809 M/sec
  6     73,305,754,012  raw-stall-backend:u      # 449.905 M/sec
  7     74,910,976,622  raw-stall-backend:u      # 448.059 M/sec
  0        264,749,922  raw-ll-cache-miss-rd:u   # 5.293 M/sec  
  1        397,711,478  raw-ll-cache-miss-rd:u   # 5.509 M/sec  
  2        662,137,210  raw-ll-cache-miss-rd:u   # 5.316 M/sec  
  3        747,909,104  raw-ll-cache-miss-rd:u   # 5.051 M/sec  
  4        796,889,025  raw-ll-cache-miss-rd:u   # 4.933 M/sec  
  5        743,647,942  raw-ll-cache-miss-rd:u   # 4.941 M/sec  
  6      4,284,744,985  raw-ll-cache-miss-rd:u   # 26.297 M/sec 
  7      4,640,371,208  raw-ll-cache-miss-rd:u   # 27.755 M/sec 

Total test time: 182.686314 seconds.
",0,7,0,True,5,,,1393145.12,1392961.11,,,tg,6,2560,,1.744,16.441,15.792,9.015,20,14.375,16.119,False,False,True,simpleperf,184.01
control.tg_t2_A75.telemetry.b0,e65bad4fede841548dd68cac27594174,75,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b0.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,27000.0,tg_t2_A75,0,False,47.8,True,293.07,295.35,energy_j_timestamped,invocation_incl_setup,40700.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b0.perfetto-trace,850000.0,847625.0,850000.0,850000.0,1.283,,0,0,65,True,5,False,False,1382261.65,1382033.28,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b0.csv,64,tg,2,2560,8.668,0.041,11.583,11.5,10.184,20,11.481,11.522,True,False,True,telemetry,228.37
control.tg_t2_A75.telemetry.b1,91545ec299a44d2da8b45d4dd2f63a63,72,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b1.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t2_A75,1,False,47.8,True,286.04,286.23,energy_j_timestamped,invocation_incl_setup,41000.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b1.perfetto-trace,850000.0,847697.0,850000.0,850000.0,1.237,,0,1,67,True,5,False,False,1383766.41,1383535.14,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b1.csv,66,tg,2,2560,8.944,0.057,11.444,11.336,10.258,20,11.311,11.369,True,False,True,telemetry,231.27
control.tg_t2_A75.telemetry.b2,e3f864dfe90e4026acd336ae1c8e4267,70,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b2.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,26000.0,tg_t2_A75,2,False,47.9,True,293.26,295.69,energy_j_timestamped,invocation_incl_setup,41000.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b2.perfetto-trace,850000.0,848830.8,850000.0,850000.0,1.262,,0,2,66,True,5,False,False,1385292.58,1385060.12,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b2.csv,65,tg,2,2560,8.658,0.116,11.441,11.35,9.842,20,11.287,11.402,True,False,True,telemetry,232.46
control.tg_t2_A75.telemetry.b3,98dc601519de48c6bb33b413df07ebfa,66,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b3.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t2_A75,3,False,433.4,True,326.83,325.9,energy_j_timestamped,invocation_incl_setup,42100.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b3.perfetto-trace,850000.0,848882.4,850000.0,850000.0,1.36,,0,3,69,True,5,False,False,1387738.56,1387498.28,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b3.csv,68,tg,2,2560,7.855,0.539,11.548,11.424,8.852,20,10.919,11.458,True,False,True,telemetry,240.28
control.tg_t2_A75.telemetry.b4,ffce52e779494dc0a9932b14dec8456a,63,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b4.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,24000.0,tg_t2_A75,4,False,47.8,True,307.06,308.25,energy_j_timestamped,invocation_incl_setup,41400.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b4.perfetto-trace,850000.0,847625.0,850000.0,850000.0,1.338,,0,4,65,True,5,False,False,1388728.4,1388498.95,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b4.csv,64,tg,2,2560,8.305,0.163,11.538,11.46,10.99,20,11.331,11.494,True,False,True,telemetry,229.45
control.tg_t2_A75.telemetry.b5,20c882085f35484e88f05f808c1d7986,60,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b5.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t2_A75,5,False,47.8,True,325.46,325.83,energy_j_timestamped,invocation_incl_setup,41400.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b5.perfetto-trace,850000.0,847661.5,850000.0,850000.0,1.4,,0,5,66,True,5,False,False,1390524.76,1390292.25,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b5.csv,65,tg,2,2560,7.857,0.315,11.523,11.341,10.406,20,11.107,11.422,True,False,True,telemetry,232.51
control.tg_t2_A75.telemetry.b6,cf449791ab184418955b5f84bec103b8,57,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b6.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,25000.0,tg_t2_A75,6,False,59.4,True,306.15,303.27,energy_j_timestamped,invocation_incl_setup,41000.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b6.perfetto-trace,850000.0,847661.5,850000.0,850000.0,1.325,,0,6,66,True,5,False,False,1392353.43,1392122.39,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b6.csv,65,tg,2,2560,8.441,0.308,11.615,11.503,10.007,20,11.229,11.537,True,False,True,telemetry,231.04
control.tg_t2_A75.telemetry.b7,fc1a258fe2724404b3e45e1326353836,54,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t2_A75.telemetry.b7.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t2_A75,7,False,47.7,True,314.79,312.97,energy_j_timestamped,invocation_incl_setup,41000.0,0xC0,control:telemetry,,,out/llama-bench/traces/control.tg_t2_A75.telemetry.b7.perfetto-trace,850000.0,848812.5,850000.0,850000.0,1.369,,0,7,65,True,5,False,False,1393700.7,1393470.82,out/llama-bench/telemetry/control.tg_t2_A75.telemetry.b7.csv,64,tg,2,2560,8.18,0.301,11.625,11.526,10.341,20,11.271,11.572,True,False,True,telemetry,229.88
control.tg_t6_free.telemetry.b0,54c7155072ec4986a38cc723fd956e84,75,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b0.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,27000.0,tg_t6_free,0,False,47.9,True,242.97,241.79,energy_j_timestamped,invocation_incl_setup,40400.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b0.perfetto-trace,850000.0,848509.8,850000.0,850000.0,1.356,,0,0,52,True,5,False,False,1381980.22,1381801.09,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b0.csv,51,tg,6,2560,10.588,0.473,15.126,14.735,13.957,20,14.383,14.856,True,False,True,telemetry,179.13
control.tg_t6_free.telemetry.b1,f1ea7dfb3dc84a5aa0b56cb80f51be5f,73,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b1.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t6_free,1,False,47.9,True,280.84,279.76,energy_j_timestamped,invocation_incl_setup,39900.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b1.perfetto-trace,850000.0,848480.0,850000.0,850000.0,1.556,,0,1,51,True,5,False,False,1383048.4,1382867.86,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b1.csv,50,tg,6,2560,9.151,0.848,15.74,14.646,12.426,20,14.19,15.038,True,False,True,telemetry,180.54
control.tg_t6_free.telemetry.b2,5985dc42b0864b93b95867dbaa391f0e,70,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b2.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t6_free,2,False,47.8,True,276.02,274.9,energy_j_timestamped,invocation_incl_setup,41700.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b2.perfetto-trace,850000.0,847185.2,850000.0,850000.0,1.453,,0,2,55,True,5,False,False,1384781.44,1384591.43,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b2.csv,54,tg,6,2560,9.312,0.726,14.889,14.33,8.165,20,13.889,14.615,True,False,True,telemetry,190.01
control.tg_t6_free.telemetry.b3,52bc2eecc4634358b5a595562ee26a24,68,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b3.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,26000.0,tg_t6_free,3,False,47.8,True,253.38,254.61,energy_j_timestamped,invocation_incl_setup,40200.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b3.perfetto-trace,850000.0,847019.6,850000.0,850000.0,1.379,,0,3,52,True,5,False,False,1386075.92,1385892.2,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b3.csv,51,tg,6,2560,10.055,0.483,15.428,14.397,11.646,20,14.16,14.643,True,False,True,telemetry,183.72
control.tg_t6_free.telemetry.b4,d5259bfd3952482cbc33e62551fa1a2e,64,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b4.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t6_free,4,False,47.8,True,284.04,287.03,energy_j_timestamped,invocation_incl_setup,40500.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b4.perfetto-trace,850000.0,843965.5,850000.0,850000.0,1.438,,0,4,59,True,5,False,False,1388223.13,1388025.59,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b4.csv,58,tg,6,2560,8.919,2.662,14.821,14.423,8.947,20,11.928,14.59,True,False,True,telemetry,197.54
control.tg_t6_free.telemetry.b5,8a46639d858d4ba7b84f9c39f9d9446d,62,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b5.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,24000.0,tg_t6_free,5,False,47.8,True,280.49,279.97,energy_j_timestamped,invocation_incl_setup,40000.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b5.perfetto-trace,850000.0,842111.1,850000.0,850000.0,1.513,,0,5,55,True,5,False,False,1389513.18,1389327.76,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b5.csv,54,tg,6,2560,9.144,0.422,15.369,14.444,11.367,20,14.187,14.609,True,False,True,telemetry,185.42
control.tg_t6_free.telemetry.b6,46adc9510ea945d290e2fa0eea71f159,59,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b6.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,22000.0,tg_t6_free,6,False,47.9,True,267.71,267.57,energy_j_timestamped,invocation_incl_setup,40100.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b6.perfetto-trace,850000.0,848538.5,850000.0,850000.0,1.496,,0,6,53,True,5,False,False,1391031.71,1390852.7,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b6.csv,52,tg,6,2560,9.568,0.506,15.207,14.735,13.43,20,14.402,14.909,True,False,True,telemetry,179.01
control.tg_t6_free.telemetry.b7,598ede5cf7bf45ba9da03cf1f2f0ca88,56,Discharging,Discharging,out/llama-bench/bench_json/bench_control.tg_t6_free.telemetry.b7.json,llama-bench,3d8291e5-728b-4b83-8098-d7c6948ce998,23000.0,tg_t6_free,7,False,47.9,True,317.11,315.78,energy_j_timestamped,invocation_incl_setup,41300.0,free,control:telemetry,,,out/llama-bench/traces/control.tg_t6_free.telemetry.b7.perfetto-trace,850000.0,850000.0,850000.0,850000.0,1.419,,0,7,66,True,5,False,False,1392909.27,1392685.82,out/llama-bench/telemetry/control.tg_t6_free.telemetry.b7.csv,65,tg,6,2560,8.107,2.929,14.873,12.622,6.217,20,10.961,13.89,True,False,True,telemetry,223.45
