arm_id,attempt_id,battery_capacity_start,battery_status_end,battery_status_start,bench_json,benchmark,boot_id,charge_delta_uah,config,control_block,cool_timeout,cool_wait_s,device_online,energy_j,energy_j_timestamped,energy_metric_used,energy_scope,entry_temp_mC,mask,mode,multiplexed,n_invocations,perfetto_trace,policy0_khz_max,policy0_khz_mean,policy6_khz_max,policy6_khz_mean,power_w_mean,raw,rc,rep_batch,sampler_samples,samples_are_per_rep,schema_version,suspend_detected,suspend_detected_by_device,t_end,t_start,telemetry_csv,telemetry_samples,test,threads,tokens_counted,tokens_per_joule,tps_iqr,tps_max,tps_median,tps_min,tps_n,tps_q1,tps_q3,trace_captured,trace_evicted,valid,variant,wall_s
control.tg_t6_free.simpleperf.b3,6b32ec62611e4a6c90af92f912af9e15,61,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b3.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,3,False,47.8,True,,,,invocation_incl_setup,39600.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     96,306,586,591  cpu-cycles:u             # 0.694812 GHz 
  1    104,591,067,202  cpu-cycles:u             # 0.703495 GHz 
  2    109,319,832,893  cpu-cycles:u             # 0.707620 GHz 
  3    112,953,972,045  cpu-cycles:u             # 0.712358 GHz 
  4    127,912,428,829  cpu-cycles:u             # 0.719262 GHz 
  5    124,184,814,403  cpu-cycles:u             # 0.721113 GHz 
  6    182,195,836,464  cpu-cycles:u             # 0.774467 GHz 
  7    182,741,050,463  cpu-cycles:u             # 0.777129 GHz 
  0     73,844,135,535  instructions:u           # 532.755 M/sec
  1     80,809,355,535  instructions:u           # 543.536 M/sec
  2     85,523,383,670  instructions:u           # 553.587 M/sec
  3     89,640,188,731  instructions:u           # 565.327 M/sec
  4    104,342,095,606  instructions:u           # 586.724 M/sec
  5    101,868,745,162  instructions:u           # 591.529 M/sec
  6    280,213,159,893  instructions:u           # 1.191 G/sec  
  7    283,014,758,790  instructions:u           # 1.204 G/sec  
  0     35,911,707,422  raw-stall-backend:u      # 259.088 M/sec
  1     39,185,590,886  raw-stall-backend:u      # 263.568 M/sec
  2     40,740,457,378  raw-stall-backend:u      # 263.710 M/sec
  3     41,943,321,337  raw-stall-backend:u      # 264.521 M/sec
  4     46,655,854,586  raw-stall-backend:u      # 262.350 M/sec
  5     45,180,778,232  raw-stall-backend:u      # 262.354 M/sec
  6     82,895,309,948  raw-stall-backend:u      # 352.367 M/sec
  7     82,664,185,142  raw-stall-backend:u      # 351.540 M/sec
  0        642,987,929  raw-ll-cache-miss-rd:u   # 4.639 M/sec  
  1        674,044,473  raw-ll-cache-miss-rd:u   # 4.534 M/sec  
  2        683,000,385  raw-ll-cache-miss-rd:u   # 4.421 M/sec  
  3        678,686,189  raw-ll-cache-miss-rd:u   # 4.280 M/sec  
  4        738,536,352  raw-ll-cache-miss-rd:u   # 4.153 M/sec  
  5        711,269,116  raw-ll-cache-miss-rd:u   # 4.130 M/sec  
  6      4,031,317,429  raw-ll-cache-miss-rd:u   # 17.136 M/sec 
  7      4,093,529,903  raw-ll-cache-miss-rd:u   # 17.408 M/sec 

Total test time: 258.025831 seconds.
",0,3,0,True,5,,,1425971.44,1425712.07,,,tg,6,2560,,1.175,11.873,11.341,4.515,20,10.294,11.47,False,False,True,simpleperf,259.37
control.tg_t6_free.simpleperf.b4,6f1b5e67c7754bef9399c4184aab120d,58,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b4.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,4,False,47.9,True,,,,invocation_incl_setup,39500.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     90,059,704,996  cpu-cycles:u             # 0.682296 GHz 
  1    103,132,478,994  cpu-cycles:u             # 0.700642 GHz 
  2    104,562,432,087  cpu-cycles:u             # 0.701799 GHz 
  3    101,935,155,337  cpu-cycles:u             # 0.703786 GHz 
  4    105,696,946,386  cpu-cycles:u             # 0.705909 GHz 
  5    101,005,636,607  cpu-cycles:u             # 0.705562 GHz 
  6    169,594,213,355  cpu-cycles:u             # 0.768508 GHz 
  7    167,382,111,126  cpu-cycles:u             # 0.773605 GHz 
  0     66,104,310,633  instructions:u           # 500.809 M/sec
  1     76,624,733,345  instructions:u           # 520.559 M/sec
  2     77,703,398,558  instructions:u           # 521.527 M/sec
  3     75,496,291,214  instructions:u           # 521.246 M/sec
  4     78,865,576,179  instructions:u           # 526.713 M/sec
  5     75,275,748,304  instructions:u           # 525.829 M/sec
  6    246,587,851,858  instructions:u           # 1.117 G/sec  
  7    243,319,422,505  instructions:u           # 1.125 G/sec  
  0     34,520,061,325  raw-stall-backend:u      # 261.526 M/sec
  1     39,641,805,325  raw-stall-backend:u      # 269.311 M/sec
  2     40,335,554,806  raw-stall-backend:u      # 270.723 M/sec
  3     39,533,288,402  raw-stall-backend:u      # 272.948 M/sec
  4     40,756,960,712  raw-stall-backend:u      # 272.200 M/sec
  5     39,008,741,236  raw-stall-backend:u      # 272.490 M/sec
  6     82,765,137,430  raw-stall-backend:u      # 375.046 M/sec
  7     81,894,726,801  raw-stall-backend:u      # 378.500 M/sec
  0        639,863,752  raw-ll-cache-miss-rd:u   # 4.848 M/sec  
  1        706,631,032  raw-ll-cache-miss-rd:u   # 4.801 M/sec  
  2        703,747,249  raw-ll-cache-miss-rd:u   # 4.723 M/sec  
  3        681,805,266  raw-ll-cache-miss-rd:u   # 4.707 M/sec  
  4        704,269,114  raw-ll-cache-miss-rd:u   # 4.704 M/sec  
  5        675,227,796  raw-ll-cache-miss-rd:u   # 4.717 M/sec  
  6      4,137,607,138  raw-ll-cache-miss-rd:u   # 18.749 M/sec 
  7      4,165,821,572  raw-ll-cache-miss-rd:u   # 19.254 M/sec 

Total test time: 231.083470 seconds.
",0,4,0,True,5,,,1427985.47,1427752.99,,,tg,6,2560,,0.348,11.848,11.534,10.507,20,11.271,11.619,False,False,True,simpleperf,232.48
control.tg_t6_free.simpleperf.b5,941a56adf27e4d6d96014de66f67f8a8,55,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b5.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,5,False,47.9,True,,,,invocation_incl_setup,39300.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     88,785,253,084  cpu-cycles:u             # 0.692204 GHz 
  1    101,134,360,816  cpu-cycles:u             # 0.708577 GHz 
  2    101,811,802,772  cpu-cycles:u             # 0.710291 GHz 
  3    103,392,860,704  cpu-cycles:u             # 0.712357 GHz 
  4    109,816,053,237  cpu-cycles:u             # 0.717030 GHz 
  5    102,300,617,647  cpu-cycles:u             # 0.716584 GHz 
  6    168,247,957,710  cpu-cycles:u             # 0.781484 GHz 
  7    167,809,945,522  cpu-cycles:u             # 0.780812 GHz 
  0     65,375,683,222  instructions:u           # 509.694 M/sec
  1     74,570,405,627  instructions:u           # 522.462 M/sec
  2     75,469,822,256  instructions:u           # 526.516 M/sec
  3     77,185,041,556  instructions:u           # 531.790 M/sec
  4     83,137,606,501  instructions:u           # 542.837 M/sec
  5     77,385,382,155  instructions:u           # 542.061 M/sec
  6    248,030,737,244  instructions:u           # 1.152 G/sec  
  7    249,437,309,117  instructions:u           # 1.161 G/sec  
  0     33,774,070,677  raw-stall-backend:u      # 263.316 M/sec
  1     38,883,392,239  raw-stall-backend:u      # 272.428 M/sec
  2     39,166,468,336  raw-stall-backend:u      # 273.245 M/sec
  3     39,715,774,917  raw-stall-backend:u      # 273.634 M/sec
  4     41,745,368,309  raw-stall-backend:u      # 272.571 M/sec
  5     39,090,907,092  raw-stall-backend:u      # 273.820 M/sec
  6     82,127,222,354  raw-stall-backend:u      # 381.467 M/sec
  7     81,497,658,643  raw-stall-backend:u      # 379.205 M/sec
  0        621,746,313  raw-ll-cache-miss-rd:u   # 4.847 M/sec  
  1        687,166,014  raw-ll-cache-miss-rd:u   # 4.814 M/sec  
  2        672,475,118  raw-ll-cache-miss-rd:u   # 4.692 M/sec  
  3        670,475,389  raw-ll-cache-miss-rd:u   # 4.619 M/sec  
  4        704,969,180  raw-ll-cache-miss-rd:u   # 4.603 M/sec  
  5        645,251,916  raw-ll-cache-miss-rd:u   # 4.520 M/sec  
  6      4,113,781,203  raw-ll-cache-miss-rd:u   # 19.108 M/sec 
  7      4,133,920,111  raw-ll-cache-miss-rd:u   # 19.235 M/sec 

Total test time: 228.812554 seconds.
",0,5,0,True,5,,,1429584.09,1429353.94,,,tg,6,2560,,0.246,12.117,11.898,7.449,20,11.778,12.024,False,False,True,simpleperf,230.15
control.tg_t6_free.simpleperf.b6,91c1ea748a8b41c6a84f2bfdb763b6e3,52,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b6.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,6,False,47.8,True,,,,invocation_incl_setup,40200.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     88,234,120,249  cpu-cycles:u             # 0.687716 GHz 
  1    103,356,926,780  cpu-cycles:u             # 0.706599 GHz 
  2    101,740,485,384  cpu-cycles:u             # 0.709486 GHz 
  3    100,159,352,177  cpu-cycles:u             # 0.709089 GHz 
  4    110,235,442,695  cpu-cycles:u             # 0.713881 GHz 
  5    106,870,902,995  cpu-cycles:u             # 0.714224 GHz 
  6    169,679,966,420  cpu-cycles:u             # 0.771646 GHz 
  7    166,799,653,262  cpu-cycles:u             # 0.776949 GHz 
  0     64,902,934,710  instructions:u           # 505.868 M/sec
  1     76,945,637,107  instructions:u           # 526.038 M/sec
  2     76,398,186,579  instructions:u           # 532.762 M/sec
  3     75,057,044,754  instructions:u           # 531.374 M/sec
  4     83,292,821,680  instructions:u           # 539.401 M/sec
  5     81,020,149,545  instructions:u           # 541.462 M/sec
  6    249,042,531,167  instructions:u           # 1.133 G/sec  
  7    245,250,821,959  instructions:u           # 1.142 G/sec  
  0     33,606,976,739  raw-stall-backend:u      # 261.940 M/sec
  1     39,514,149,133  raw-stall-backend:u      # 270.138 M/sec
  2     38,785,906,496  raw-stall-backend:u      # 270.473 M/sec
  3     38,339,497,379  raw-stall-backend:u      # 271.429 M/sec
  4     42,038,376,866  raw-stall-backend:u      # 272.239 M/sec
  5     40,651,955,186  raw-stall-backend:u      # 271.679 M/sec
  6     81,836,002,851  raw-stall-backend:u      # 372.162 M/sec
  7     80,562,203,708  raw-stall-backend:u      # 375.257 M/sec
  0        612,452,286  raw-ll-cache-miss-rd:u   # 4.774 M/sec  
  1        689,477,598  raw-ll-cache-miss-rd:u   # 4.714 M/sec  
  2        656,366,751  raw-ll-cache-miss-rd:u   # 4.577 M/sec  
  3        641,029,912  raw-ll-cache-miss-rd:u   # 4.538 M/sec  
  4        698,443,132  raw-ll-cache-miss-rd:u   # 4.523 M/sec  
  5        678,654,770  raw-ll-cache-miss-rd:u   # 4.535 M/sec  
  6      4,110,484,244  raw-ll-cache-miss-rd:u   # 18.693 M/sec 
  7      4,126,166,097  raw-ll-cache-miss-rd:u   # 19.220 M/sec 

Total test time: 230.897691 seconds.
",0,6,0,True,5,,,1431297.32,1431065.01,,,tg,6,2560,,0.19,12.138,11.748,9.353,20,11.646,11.836,False,False,True,simpleperf,232.31
control.tg_t6_free.simpleperf.b7,21ab088c6aec4e19a1d0662b77e0c160,49,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.simpleperf.b7.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,,tg_t6_free,7,False,47.9,True,,,,invocation_incl_setup,39200.0,free,control:simpleperf,False,1,,,,,,,"Performance counter statistics:

# cpu            count  event_name               # count / runtime
  0     91,430,773,202  cpu-cycles:u             # 0.691497 GHz 
  1    101,900,275,928  cpu-cycles:u             # 0.708160 GHz 
  2    105,448,400,388  cpu-cycles:u             # 0.710346 GHz 
  3     99,544,548,905  cpu-cycles:u             # 0.712507 GHz 
  4    111,347,537,571  cpu-cycles:u             # 0.715083 GHz 
  5    106,008,033,966  cpu-cycles:u             # 0.715520 GHz 
  6    171,032,549,956  cpu-cycles:u             # 0.773140 GHz 
  7    169,329,098,329  cpu-cycles:u             # 0.777101 GHz 
  0     68,107,547,757  instructions:u           # 515.102 M/sec
  1     76,642,678,139  instructions:u           # 532.631 M/sec
  2     79,833,231,122  instructions:u           # 537.791 M/sec
  3     75,092,348,254  instructions:u           # 537.486 M/sec
  4     84,656,420,199  instructions:u           # 543.670 M/sec
  5     80,952,624,495  instructions:u           # 546.404 M/sec
  6    252,516,140,152  instructions:u           # 1.141 G/sec  
  7    251,585,175,003  instructions:u           # 1.155 G/sec  
  0     34,551,844,823  raw-stall-backend:u      # 261.318 M/sec
  1     38,749,915,040  raw-stall-backend:u      # 269.294 M/sec
  2     40,109,808,395  raw-stall-backend:u      # 270.197 M/sec
  3     38,034,656,397  raw-stall-backend:u      # 272.239 M/sec
  4     42,267,505,392  raw-stall-backend:u      # 271.445 M/sec
  5     40,192,975,680  raw-stall-backend:u      # 271.290 M/sec
  6     81,890,927,287  raw-stall-backend:u      # 370.182 M/sec
  7     80,809,085,289  raw-stall-backend:u      # 370.857 M/sec
  0        636,380,172  raw-ll-cache-miss-rd:u   # 4.813 M/sec  
  1        677,695,807  raw-ll-cache-miss-rd:u   # 4.710 M/sec  
  2        679,458,316  raw-ll-cache-miss-rd:u   # 4.577 M/sec  
  3        638,745,508  raw-ll-cache-miss-rd:u   # 4.572 M/sec  
  4        714,776,034  raw-ll-cache-miss-rd:u   # 4.590 M/sec  
  5        675,011,229  raw-ll-cache-miss-rd:u   # 4.556 M/sec  
  6      4,122,433,819  raw-ll-cache-miss-rd:u   # 18.635 M/sec 
  7      4,118,523,027  raw-ll-cache-miss-rd:u   # 18.901 M/sec 

Total test time: 233.112405 seconds.
",0,7,0,True,5,,,1433006.48,1432772.04,,,tg,6,2560,,0.48,11.968,11.611,8.496,20,11.29,11.77,False,False,True,simpleperf,234.44
control.tg_t2_A75.telemetry.b0,767693efa44b40d89a0bf3b8445dd81a,68,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b0.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,25000.0,tg_t2_A75,0,False,47.8,True,280.57,282.52,energy_j_timestamped,invocation_incl_setup,39000.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b0.perfetto-trace,850000.0,847661.5,850000.0,850000.0,1.212,,0,0,66,True,5,False,False,1421326.96,1421095.48,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b0.csv,65,tg,2,2560,9.061,0.064,11.48,11.424,11.344,20,11.39,11.453,True,False,True,telemetry,231.48
control.tg_t2_A75.telemetry.b1,f4af98424a8744edb6a9ef7ef71466c6,65,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b1.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,25000.0,tg_t2_A75,1,False,47.8,True,278.45,280.81,energy_j_timestamped,invocation_incl_setup,39400.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b1.perfetto-trace,850000.0,836892.3,850000.0,850000.0,1.203,,0,1,66,True,5,False,False,1423093.13,1422861.72,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b1.csv,65,tg,2,2560,9.116,0.057,11.524,11.481,11.098,20,11.44,11.497,True,False,True,telemetry,231.41
control.tg_t2_A75.telemetry.b2,f6da3a38fcfe4839ab2d2d64b80cb089,63,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b2.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,0.0,tg_t2_A75,2,False,47.8,True,280.62,284.32,energy_j_timestamped,invocation_incl_setup,39500.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b2.perfetto-trace,850000.0,841107.7,850000.0,850000.0,1.203,,0,2,66,True,5,False,False,1424794.06,1424560.78,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b2.csv,65,tg,2,2560,9.004,0.03,11.372,11.322,11.231,20,11.306,11.336,True,False,True,telemetry,233.28
control.tg_t2_A75.telemetry.b3,ff5a783d0ae140e2bd6a4340094b0a9e,59,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b3.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,25000.0,tg_t2_A75,3,False,47.8,True,305.62,303.73,energy_j_timestamped,invocation_incl_setup,39400.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b3.perfetto-trace,850000.0,847661.5,850000.0,850000.0,1.309,,0,3,66,True,5,False,False,1427099.96,1426866.46,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b3.csv,65,tg,2,2560,8.429,0.069,11.388,11.352,10.827,20,11.298,11.367,True,False,True,telemetry,233.5
control.tg_t2_A75.telemetry.b4,383aa568629348249e4c459470945ec1,57,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b4.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,26000.0,tg_t2_A75,4,False,47.9,True,290.05,291.76,energy_j_timestamped,invocation_incl_setup,39300.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b4.perfetto-trace,850000.0,841107.7,850000.0,850000.0,1.254,,0,4,66,True,5,False,False,1428268.53,1428037.26,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b4.csv,65,tg,2,2560,8.774,0.119,11.535,11.488,10.906,20,11.393,11.513,True,False,True,telemetry,231.27
control.tg_t2_A75.telemetry.b5,a5afb0a6ea9e4c0c915fec896491cbbb,54,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b5.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,27000.0,tg_t2_A75,5,False,47.8,True,289.0,290.32,energy_j_timestamped,invocation_incl_setup,39400.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b5.perfetto-trace,850000.0,841242.4,850000.0,850000.0,1.23,,0,5,67,True,5,False,False,1430445.88,1430210.99,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b5.csv,66,tg,2,2560,8.818,0.052,11.357,11.317,10.939,20,11.28,11.333,True,False,True,telemetry,234.89
control.tg_t2_A75.telemetry.b6,0c010a510e3444e6847aad863d187bf4,51,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b6.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,25000.0,tg_t2_A75,6,False,47.8,True,297.61,298.61,energy_j_timestamped,invocation_incl_setup,39400.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b6.perfetto-trace,850000.0,847731.3,850000.0,850000.0,1.257,,0,6,68,True,5,False,False,1432142.34,1431905.56,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b6.csv,67,tg,2,2560,8.573,0.115,11.392,11.309,9.983,20,11.221,11.336,True,False,True,telemetry,236.78
control.tg_t2_A75.telemetry.b7,026a1a2f978e45ba9037275440247822,48,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t2_A75.telemetry.b7.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,0.0,tg_t2_A75,7,False,47.8,True,290.61,291.0,energy_j_timestamped,invocation_incl_setup,39700.0,0xC0,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t2_A75.telemetry.b7.perfetto-trace,850000.0,838242.4,850000.0,850000.0,1.255,,0,7,67,True,5,False,False,1433565.71,1433334.16,out/llama-bench-kai/telemetry/control.tg_t2_A75.telemetry.b7.csv,66,tg,2,2560,8.797,0.087,11.501,11.455,11.03,20,11.391,11.478,True,False,True,telemetry,231.55
control.tg_t6_free.telemetry.b0,f3d339faea81406f95430c69a5c982b2,68,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b0.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,27000.0,tg_t6_free,0,False,47.9,True,305.97,303.43,energy_j_timestamped,invocation_incl_setup,39100.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b0.perfetto-trace,850000.0,843725.0,850000.0,850000.0,1.203,,0,0,81,True,5,False,False,1421042.39,1420788.11,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b0.csv,80,tg,6,2560,8.437,0.385,10.822,10.373,9.887,20,10.173,10.558,True,False,True,telemetry,254.28
control.tg_t6_free.telemetry.b1,a8cfe3862e9e4ecc8c6adc4f510cfa97,67,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b1.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,26000.0,tg_t6_free,1,False,47.9,True,319.5,318.72,energy_j_timestamped,invocation_incl_setup,38900.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b1.perfetto-trace,850000.0,845476.2,850000.0,850000.0,1.191,,0,1,85,True,5,False,False,1422206.8,1421938.52,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b1.csv,84,tg,6,2560,8.032,0.374,10.614,10.155,7.485,20,9.887,10.261,True,False,True,telemetry,268.28
control.tg_t6_free.telemetry.b2,5870d9e1e4b74387a0462479a719cca5,64,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b2.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,26000.0,tg_t6_free,2,False,47.8,True,315.38,317.28,energy_j_timestamped,invocation_incl_setup,39400.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b2.perfetto-trace,850000.0,843394.7,850000.0,850000.0,1.314,,0,2,77,True,5,False,False,1424230.67,1423990.6,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b2.csv,76,tg,6,2560,8.069,0.284,11.436,11.168,8.921,20,10.966,11.25,True,False,True,telemetry,240.07
control.tg_t6_free.telemetry.b3,b94c114117f34871927a68e9cdb93046,62,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b3.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,25000.0,tg_t6_free,3,False,47.9,True,321.2,321.19,energy_j_timestamped,invocation_incl_setup,39700.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b3.perfetto-trace,850000.0,835746.8,850000.0,850000.0,1.265,,0,3,80,True,5,False,False,1425660.4,1425406.49,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b3.csv,79,tg,6,2560,7.97,1.147,11.295,10.962,7.022,20,9.99,11.137,True,False,True,telemetry,253.91
control.tg_t6_free.telemetry.b4,34f2501c253f4460b48f3558ab9b4958,58,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b4.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,25000.0,tg_t6_free,4,False,47.8,True,336.09,337.73,energy_j_timestamped,invocation_incl_setup,39400.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b4.perfetto-trace,850000.0,846381.0,850000.0,850000.0,1.242,,0,4,85,True,5,False,False,1427701.16,1427430.49,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b4.csv,84,tg,6,2560,7.58,1.609,11.284,10.584,6.684,20,9.321,10.93,True,False,True,telemetry,270.67
control.tg_t6_free.telemetry.b5,e840fa6c6d6c4908911bc321e0308634,56,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b5.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,27000.0,tg_t6_free,5,False,47.9,True,300.31,298.42,energy_j_timestamped,invocation_incl_setup,39500.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b5.perfetto-trace,850000.0,846876.7,850000.0,850000.0,1.24,,0,5,74,True,5,False,False,1429302.24,1429060.04,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b5.csv,73,tg,6,2560,8.579,0.45,11.439,10.925,9.526,20,10.704,11.154,True,False,True,telemetry,242.2
control.tg_t6_free.telemetry.b6,960b4610857e4618a7c82407a1bed341,53,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b6.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,0.0,tg_t6_free,6,False,47.9,True,305.97,308.06,energy_j_timestamped,invocation_incl_setup,39400.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b6.perfetto-trace,850000.0,838000.0,850000.0,850000.0,1.306,,0,6,72,True,5,False,False,1431013.32,1430778.98,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b6.csv,71,tg,6,2560,8.31,0.427,11.736,11.387,10.079,20,11.104,11.531,True,False,True,telemetry,234.34
control.tg_t6_free.telemetry.b7,4530776de97047b7b84265ebbb50bb17,50,Discharging,Discharging,out/llama-bench-kai/bench_json/bench_control.tg_t6_free.telemetry.b7.json,llama-bench-kai,3d8291e5-728b-4b83-8098-d7c6948ce998,26000.0,tg_t6_free,7,False,47.9,True,301.92,304.44,energy_j_timestamped,invocation_incl_setup,39900.0,free,control:telemetry,,,out/llama-bench-kai/traces/control.tg_t6_free.telemetry.b7.perfetto-trace,850000.0,846876.7,850000.0,850000.0,1.242,,0,7,74,True,5,False,False,1432720.29,1432477.22,out/llama-bench-kai/telemetry/control.tg_t6_free.telemetry.b7.csv,73,tg,6,2560,8.409,0.629,11.441,11.105,9.522,20,10.67,11.3,True,False,True,telemetry,243.07
